Region,State,Metro,County,City|Code
Northcrest,Fort Wayne,IN,Fort Wayne,Allen|05789
Palestine West and Oak Park Northeast,Kansas City,MO,Kansas City,Jackson|05790
Central Rim,Boise,ID,Boise City,Ada|05791
FNW,South Bend,IN,South Bend,Saint Joseph|05792
Ingleside,Kansas City,MO,Kansas City,Jackson|05793
Crestwood Colony,Fort Wayne,IN,Fort Wayne,Allen|05794
Plaza Westport,Kansas City,MO,Kansas City,Jackson|05795
Crown Colony,Fort Wayne,IN,Fort Wayne,Allen|05796
Fox Run,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05797
Kingsridge,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05798
Fair Heights,Albuquerque,NM,Albuquerque,Bernalillo|05799
Langston Hughes,Baltimore,MD,Baltimore,Baltimore City|05800
Netherwood Park,Albuquerque,NM,Albuquerque,Bernalillo|05801
Candle Ridge West,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05802
Capitol Neighbors,Jackson,MS,Jackson,Hinds|05803
Harris Ranch,Boise,ID,Boise City,Ada|05804
East Front,Wichita,KS,Wichita,Sedgwick|05805
Marine Creek,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05806
Chapel Creek,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05807
Piedras Marcadas,Albuquerque,NM,Albuquerque,Bernalillo|05808
Carver Heights,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05809
Property Owners of Apple Creek,San Antonio,TX,San Antonio,Bexar|05810
Red Bridge North,Kansas City,MO,Kansas City,Jackson|05811
Duck Creek,Garland,TX,Dallas-Fort Worth,Dallas|05812
West Blue Township,Kansas City,MO,Kansas City,Jackson|05813
Palestine East,Kansas City,MO,Kansas City,Jackson|05814
South Meadows Crossing,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05815
Westwood Park,Detroit,MI,Detroit,Wayne|05816
Ridgestone,San Antonio,TX,San Antonio,Bexar|05817
Sterling Acres,Kansas City,MO,Kansas City,Jackson|05818
Woodbourne-McCabe,Baltimore,MD,Baltimore,Baltimore City|05819
Inez,Albuquerque,NM,Albuquerque,Bernalillo|05820
Vineyard Northwest,Kansas City,MO,Kansas City,Jackson|05821
The Vineyard,San Antonio,TX,San Antonio,Bexar|05822
Rim Area,El Paso,TX,El Paso,El Paso|05823
Bel Air,Jackson,MS,Jackson,Hinds|05824
United Riverside,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05825
Greater McMillen Park,Fort Wayne,IN,Fort Wayne,Allen|05826
Sawmill,Albuquerque,NM,Albuquerque,Bernalillo|05827
Huning Castle,Albuquerque,NM,Albuquerque,Bernalillo|05828
Owners Association of Lago Vista-South Southwest,San Antonio,TX,San Antonio,Bexar|05829
Lincoln Park,Fort Wayne,IN,Fort Wayne,Allen|05830
Grant Creek,Missoula,MT,Missoula,Missoula|05831
Jade Park,Albuquerque,NM,Albuquerque,Bernalillo|05832
Poletown East,Detroit,MI,Detroit,Wayne|05833
Chestnut Hill Plantation,Columbia,SC,Columbia,Richland|05834
Stone Oak Communities of Mutual Amenities-Stone Oak,San Antonio,TX,San Antonio,Bexar|05835
Creek Hollow Estates,Richardson,TX,Dallas-Fort Worth,Dallas|05836
Wyndsor Estates,Richardson,TX,Dallas-Fort Worth,Dallas|05837
Memorial Park,Fort Wayne,IN,Fort Wayne,Allen|05838
Park Place,San Antonio,TX,San Antonio,Bexar|05839
Willow Wood,Albuquerque,NM,Albuquerque,Bernalillo|05840
Avalon Place,Fort Wayne,IN,Fort Wayne,Allen|05841
Quintessance,Albuquerque,NM,Albuquerque,Bernalillo|05842
Knollcreek,San Antonio,TX,San Antonio,Bexar|05843
McKinley Terrace,South Bend,IN,South Bend,Saint Joseph|05844
Thomas Village,Albuquerque,NM,Albuquerque,Bernalillo|05845
Glenwood Hills,Albuquerque,NM,Albuquerque,Bernalillo|05846
Coliseum-Willow Park,San Antonio,TX,San Antonio,Bexar|05847
Silverbrook,San Antonio,TX,San Antonio,Bexar|05848
Stinson Tower,Albuquerque,NM,Albuquerque,Bernalillo|05849
Jenkins Heights - Crest Ridge,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05850
The Crossing of Fossil Creek,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05851
Crown Center,Kansas City,MO,Kansas City,Jackson|05852
Alvarado Grdns,Albuquerque,NM,Albuquerque,Bernalillo|05853
Vista,San Antonio,TX,San Antonio,Bexar|05854
Norwood South,Jackson,MS,Jackson,Hinds|05855
Crestwood,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05856
Cottonwood Village,Wichita,KS,Wichita,Sedgwick|05857
Lafayette Place,Fort Wayne,IN,Fort Wayne,Allen|05858
Warm Springs Mesa,Boise,ID,Boise City,Ada|05859
South Clifton Park,Baltimore,MD,Baltimore,Baltimore City|05860
Firewheel Estates,Garland,TX,Dallas-Fort Worth,Dallas|05861
Remington Point,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05862
The Ranches,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05863
Mill Creek Crossing,Garland,TX,Dallas-Fort Worth,Dallas|05864
Elmwood Park,Columbia,SC,Columbia,Richland|05865
Mistletoe Heights,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05866
Highview Hills,Dayton,OH,Dayton,Montgomery|05867
Booth-Boyd,Baltimore,MD,Baltimore,Baltimore City|05868
Westland,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05869
Blossom Park,San Antonio,TX,San Antonio,Bexar|05870
The Parks of Deer Creek,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05871
Marine Creek Hills,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05872
Lake of River Trails,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05873
Owens Park,Richardson,TX,Dallas-Fort Worth,Dallas|05874
Indian Village,Fort Wayne,IN,Fort Wayne,Allen|05875
Brentwood Village,Garland,TX,Dallas-Fort Worth,Dallas|05876
J. J. Pearce,Richardson,TX,Dallas-Fort Worth,Dallas|05877
Harvester,Fort Wayne,IN,Fort Wayne,Allen|05878
Arlington Estates,Atlanta,GA,Atlanta,Fulton|05879
Hillside East,Anchorage,AK,Anchorage,Anchorage|05880
Dorado Ranch,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05881
Skyline Park,San Antonio,TX,San Antonio,Bexar|05882
Lost Creek,Fort Worth,TX,Dallas-Fort Worth,Tarrant|05883
South Fork,Anchorage,AK,Anchorage,Anchorage|05884
Solana Ridge Homeowners - People Active in Community Effort,San Antonio,TX,San Antonio,Bexar|05885
Summit at Bulverde Creek,San Antonio,TX,San Antonio,Bexar|05886
Sterling,Greenville,SC,Greenville,Greenville|05887
Concourse,New York,NY,New York,Bronx|05888
Tremont,New York,NY,New York,Bronx|05889
University Heights,New York,NY,New York,Bronx|05890
Bedford Park,New York,NY,New York,Bronx|05891
Mott Haven,New York,NY,New York,Bronx|05892
Fordham,New York,NY,New York,Bronx|05893
Morris Heights,New York,NY,New York,Bronx|05894
Morningside Heights,New York,NY,New York,New York|05895
Longwood,New York,NY,New York,Bronx|05896
High Bridge,New York,NY,New York,Bronx|05897
Norwood,New York,NY,New York,Bronx|05898
Inwood,New York,NY,New York,New York|05899
East Tremont,New York,NY,New York,Bronx|05900
Co-op City,New York,NY,New York,Bronx|05901
Singer Island,Riviera Beach,FL,Miami-Fort Lauderdale,Palm Beach|05902
South Natomas,Sacramento,CA,Sacramento,Sacramento|05903
Belmont,New York,NY,New York,Bronx|05904
Tenderloin,San Francisco,CA,San Francisco,San Francisco|05905
Unionport,New York,NY,New York,Bronx|05906
Manhattanville,New York,NY,New York,New York|05907
West Farms,New York,NY,New York,Bronx|05908
Old Aurora,New Orleans,LA,New Orleans,Orleans|05909
Audubon,New Orleans,LA,New Orleans,Orleans|05910
Stuyvesant Town,New York,NY,New York,New York|05911
Westchester Heights,New York,NY,New York,Bronx|05912
Van Nest,New York,NY,New York,Bronx|05913
Ceder Grove, Lynbrook,Shreveport,LA,Shreveport,Caddo|05914
The Ohio State University,Columbus,OH,Columbus,Franklin|05915
Tall Timbers-Brechtel,New Orleans,LA,New Orleans,Orleans|05916
Highland, Stoner Hill,Shreveport,LA,Shreveport,Caddo|05917
Palm Heights,San Antonio,TX,San Antonio,Bexar|05918
Hunts Point,New York,NY,New York,Bronx|05919
Airport,Honolulu,HI,Honolulu,Honolulu|05920
Central City,New Orleans,LA,New Orleans,Orleans|05921
SoHo,New York,NY,New York,New York|05922
Chinatown,New York,NY,New York,New York|05923
Stonestown,San Francisco,CA,San Francisco,San Francisco|05924
Highland Park,San Antonio,TX,San Antonio,Bexar|05925
Red Hook,New York,NY,New York,Kings|05926
Frog Hollow,Hartford,CT,Hartford,Hartford|05927
Cedar-Riverside,Minneapolis,MN,Minneapolis-St Paul,Hennepin|05928
Avenues West,Milwaukee,WI,Milwaukee,Milwaukee|05929
Torrey Pines,San Diego,CA,San Diego,San Diego|05930
Queensborough,Shreveport,LA,Shreveport,Caddo|05931
Washington School,Long Beach,CA,Los Angeles,Los Angeles|05932
University of Texas,Austin,TX,Austin,Travis|05933
Willowbrook,Houston,TX,Houston,Harris|05934
University District,Cleveland,OH,Cleveland,Cuyahoga|05935
Marble Hill,New York,NY,New York,New York|05936
Country Club Hills, Lakeshore Shopping,Shreveport,LA,Shreveport,Caddo|05937
Chinatown,Los Angeles,CA,Los Angeles,Los Angeles|05938
Robla,Sacramento,CA,Sacramento,Sacramento|05939
Upper Albany,Hartford,CT,Hartford,Hartford|05940
Allendale, Lakeside,Shreveport,LA,Shreveport,Caddo|05941
Olneyville,Providence,RI,Providence,Providence|05942
Dwight,New Haven,CT,New Haven,New Haven|05943
Five Mile Creek,Dallas,TX,Dallas-Fort Worth,Dallas|05944
North Burnett,Austin,TX,Austin,Travis|05945
Necko,Columbus,OH,Columbus,Franklin|05946
Mooretown and Hollywood Heights,Shreveport,LA,Shreveport,Caddo|05947
East Avenue,Rochester,NY,Rochester,Monroe|05948
Downtown,New Haven,CT,New Haven,New Haven|05949
Bryant,Buffalo,NY,Buffalo,Erie|05950
Ventura Village,Minneapolis,MN,Minneapolis-St Paul,Hennepin|05951
Bluff,Pittsburgh,PA,Pittsburgh,Allegheny|05952
Clay-Arsenal,Hartford,CT,Hartford,Hartford|05953
Lakeview,New Orleans,LA,New Orleans,Orleans|05954
Dixwell,New Haven,CT,New Haven,New Haven|05955
West University,Eugene,OR,Eugene,Lane|05956
New Aurora-English Turn,New Orleans,LA,New Orleans,Orleans|05957
Knollwood,Kalamazoo,MI,Kalamazoo,Kalamazoo|05958
Maple High-Six Corners,Springfield,MA,Springfield,Hampden|05959
Chinatown,San Francisco,CA,San Francisco,San Francisco|05960
Penn-Fallsway,Baltimore,MD,Baltimore,Baltimore City|05961
Alamo Square,San Francisco,CA,San Francisco,San Francisco|05962
Atlanta University Center,Atlanta,GA,Atlanta,Fulton|05963
Parkville,Hartford,CT,Hartford,Hartford|05964
Beacon Hill,San Antonio,TX,San Antonio,Bexar|05965
MIT,Cambridge,MA,Boston,Middlesex|05966
Valley,Providence,RI,Providence,Providence|05967
Sweet Briar,Austin,TX,Austin,Travis|05968
St. Edwards,Austin,TX,Austin,Travis|05969
Broadmoor,New Orleans,LA,New Orleans,Orleans|05970
Tropico,Glendale,CA,Los Angeles,Los Angeles|05971
Harvard Place - Eastlawn,San Antonio,TX,San Antonio,Bexar|05972
NoHo,New York,NY,New York,New York|05973
Central Business District,Newark,NJ,New York,Essex|05974
Midtown,Saint Louis,MO,St. Louis,Saint Louis City|05975
Hagginwood,Sacramento,CA,Sacramento,Sacramento|05976
Georgia Tech,Atlanta,GA,Atlanta,Fulton|05977
Fairgrounds,New Orleans,LA,New Orleans,Orleans|05978
Memorial Square,Springfield,MA,Springfield,Hampden|05979
Oak Tree,Oakland,CA,San Francisco,Alameda|05980
Hot Wells,San Antonio,TX,San Antonio,Bexar|05981
Bolton,Mobile,AL,Mobile,Mobile|05982
Phillips West,Minneapolis,MN,Minneapolis-St Paul,Hennepin|05983
University District,Minneapolis,MN,Minneapolis-St Paul,Hennepin|05984
Garment District,New York,NY,New York,New York|05985
Downtown,Detroit,MI,Detroit,Wayne|05986
Donaldson Terrace,San Antonio,TX,San Antonio,Bexar|05987
Old North Sacramento,Sacramento,CA,Sacramento,Sacramento|05988
South Hagginwood,Sacramento,CA,Sacramento,Sacramento|05989
Teralta West,San Diego,CA,San Diego,San Diego|05990
Downtown,Providence,RI,Providence,Providence|05991
Merritt,Oakland,CA,San Francisco,Alameda|05992
Brightwood,Springfield,MA,Springfield,Hampden|05993
Homan Square,Chicago,IL,Chicago,Cook|05994
Goodrich-Kirkland Park,Cleveland,OH,Cleveland,Cuyahoga|05995
Interbay,Seattle,WA,Seattle,King|05996
Lafayette Park,Detroit,MI,Detroit,Wayne|05997
Edgewood,New Haven,CT,New Haven,New Haven|05998
Central Business District,Rochester,NY,Rochester,Monroe|05999
Monte Vista,San Antonio,TX,San Antonio,Bexar|06000
South End,Springfield,MA,Springfield,Hampden|06001
Kennedy,Denver,CO,Denver,Denver|06002
Holly Grove,New Orleans,LA,New Orleans,Orleans|06003
Fieldston,New York,NY,New York,Bronx|06004
Hoover-Foster,Oakland,CA,San Francisco,Alameda|06005
West,Helena,MT,Helena,Lewis and Clark|06006
Stockton,San Diego,CA,San Diego,San Diego|06007
Del Paso Heights,Sacramento,CA,Sacramento,Sacramento|06008
Shelltown,San Diego,CA,San Diego,San Diego|06009
Kilbourn Town,Milwaukee,WI,Milwaukee,Milwaukee|06010
West Eugene,Eugene,OR,Eugene,Lane|06011
Treme' Lafitte,New Orleans,LA,New Orleans,Orleans|06012
West Rock,New Haven,CT,New Haven,New Haven|06013
Phoenix Hill,Louisville,KY,Louisville/Jefferson County,Jefferson|06014
International,San Bernardino,CA,Riverside,San Bernardino|06015
Central Business District,Louisville,KY,Louisville/Jefferson County,Jefferson|06016
University City South,Charlotte,NC,Charlotte,Mecklenburg|06017
Tobin Hill,San Antonio,TX,San Antonio,Bexar|06018
Downtown,Oakland,CA,San Francisco,Alameda|06019
Indianola Terrace,Columbus,OH,Columbus,Franklin|06020
VCU,Richmond,VA,Richmond,Richmond City|06021
Downtown,Stockton,CA,Stockton,San Joaquin|06022
West River,New Haven,CT,New Haven,New Haven|06023
East Del Paso Heights,Sacramento,CA,Sacramento,Sacramento|06024
Mayfair,Washington,DC,Washington,District of Columbia|06025
Long Branch Creek,Arlington,VA,Washington,Arlington|06026
Northgate,Sacramento,CA,Sacramento,Sacramento|06027
French Quarter,New Orleans,LA,New Orleans,Orleans|06028
Douglas Park,Chicago,IL,Chicago,Cook|06029
Langston,Washington,DC,Washington,District of Columbia|06030
Riverside,Spokane,WA,Spokane,Spokane|06031
West Downtown,Santa Barbara,CA,Santa Barbara,Santa Barbara|06032
Glenwood Meadows,Sacramento,CA,Sacramento,Sacramento|06033
Tulane-Gravier,New Orleans,LA,New Orleans,Orleans|06034
Saint Mary's,Long Beach,CA,Los Angeles,Los Angeles|06035
Bayou St. John,New Orleans,LA,New Orleans,Orleans|06036
Oak Center,Oakland,CA,San Francisco,Alameda|06037
East Congress,Austin,TX,Austin,Travis|06038
Weinland Park,Columbus,OH,Columbus,Franklin|06039
Richmond Valley,New York,NY,New York,Richmond|06040
Government Hill Alliance,San Antonio,TX,San Antonio,Bexar|06041
Central Business District - Downtown,Kansas City,MO,Kansas City,Jackson|06042
Ida B. Wells - Darrow Homes,Chicago,IL,Chicago,Cook|06043
Hogan's Creek,Jacksonville,FL,Jacksonville,Duval|06044
Mahncke Park,San Antonio,TX,San Antonio,Bexar|06045
Willow Creek,Kansas City,MO,Kansas City,Jackson|06046
Ivy Hill,Oakland,CA,San Francisco,Alameda|06047
Pendleton Heights,Kansas City,MO,Kansas City,Jackson|06048
Southeast,Columbus,OH,Columbus,Franklin|06049
City Center,Toledo,OH,Toledo,Lucas|06050
Parkside,Portland,ME,Portland,Cumberland|06051
Irish Channel,New Orleans,LA,New Orleans,Orleans|06052
Eugene Field,Tulsa,OK,Tulsa,Tulsa|06053
Sunny Slope,San Antonio,TX,San Antonio,Bexar|06054
Indiana Forest,Columbus,OH,Columbus,Franklin|06055
Presidio,San Francisco,CA,San Francisco,San Francisco|06056
Holden-Parramore,Orlando,FL,Orlando,Orange|06057
Midlothian,Richmond,VA,Richmond,Richmond City|06058
Downtown Business District,Bellingham,WA,Bellingham,Whatcom|06059
Bywater,New Orleans,LA,New Orleans,Orleans|06060
Concordia,Milwaukee,WI,Milwaukee,Milwaukee|06061
Corryville,Cincinnati,OH,Cincinnati,Hamilton|06062
Swain Oaks,Stockton,CA,Stockton,San Joaquin|06063
Allen,Buffalo,NY,Buffalo,Erie|06064
South Carthay,Los Angeles,CA,Los Angeles,Los Angeles|06065
Downtown,Eugene,OR,Eugene,Lane|06066
Noralto,Sacramento,CA,Sacramento,Sacramento|06067
Jefferson,San Antonio,TX,San Antonio,Bexar|06068
Terrace Village,Pittsburgh,PA,Pittsburgh,Allegheny|06069
South Campus,Town of Madison,WI,Madison,Dane|06070
Covenant Blu-Grand Center,Saint Louis,MO,St. Louis,Saint Louis City|06071
West End,New Orleans,LA,New Orleans,Orleans|06072
South End,Stamford,CT,Stamford,Fairfield|06073
Irvine Health and Science Complex,Irvine,CA,Los Angeles,Orange|06074
Dignowity Hill,San Antonio,TX,San Antonio,Bexar|06075
Uptown,Albuquerque,NM,Albuquerque,Bernalillo|06076
Downtown,San Antonio,TX,San Antonio,Bexar|06077
S. Marketview Heights,Rochester,NY,Rochester,Monroe|06078
Sheldon-Charter Oak,Hartford,CT,Hartford,Hartford|06079
Jefferson Heights,San Antonio,TX,San Antonio,Bexar|06080
International District,Seattle,WA,Seattle,King|06081
Lake Meadows,Chicago,IL,Chicago,Cook|06082
Central Avenue,Albany,NY,Albany,Albany|06083
Sherman Heights,San Diego,CA,San Diego,San Diego|06084
Duboce Triangle,San Francisco,CA,San Francisco,San Francisco|06085
Lower Clinton Hill,Newark,NJ,New York,Essex|06086
Bloomfield,New York,NY,New York,Richmond|06087
Medical Center Area,Houston,TX,Houston,Harris|06088
Marigny,New Orleans,LA,New Orleans,Orleans|06089
RP Sports Complex,Sacramento,CA,Sacramento,Sacramento|06090
Central Park,New York,NY,New York,New York|06091
Breezy Point,New York,NY,New York,Queens|06092
Dayton-Weequahic Park,Newark,NJ,New York,Essex|06093
Downtown,Olympia,WA,Olympia,Thurston|06094
Lockhill Estates,San Antonio,TX,San Antonio,Bexar|06095
University City North,Charlotte,NC,Charlotte,Mecklenburg|06096
The Bush,Chicago,IL,Chicago,Cook|06097
South Green,Hartford,CT,Hartford,Hartford|06098
Canterbury Green,Fort Wayne,IN,Fort Wayne,Allen|06099
West Congress,Austin,TX,Austin,Travis|06100
Garfield Heights,Washington,DC,Washington,District of Columbia|06101
City Park,New Orleans,LA,New Orleans,Orleans|06102
Pearl-Meigs-Monroe,Rochester,NY,Rochester,Monroe|06103
Boulevard Park,Sacramento,CA,Sacramento,Sacramento|06104
McClymonds,Oakland,CA,San Francisco,Alameda|06105
Fort Totten,Washington,DC,Washington,District of Columbia|06106
Gardenland,Sacramento,CA,Sacramento,Sacramento|06107
Walnut Hills,Columbus,OH,Columbus,Franklin|06108
Strawberry Manor,Sacramento,CA,Sacramento,Sacramento|06109
Center Square,Albany,NY,Albany,Albany|06110
Tampa International Airport Area,Tampa,FL,Tampa,Hillsborough|06111
Alta Vista,San Antonio,TX,San Antonio,Bexar|06112
West Bayside,Portland,ME,Portland,Cumberland|06113
Orlando International Airport,Orlando,FL,Orlando,Orange|06114
Locust Point Industrial Area,Baltimore,MD,Baltimore,Baltimore City|06115
Western Washington University,Bellingham,WA,Bellingham,Whatcom|06116
Shockoe Bottom,Richmond,VA,Richmond,Richmond City|06117
Orchard Hills,Irvine,CA,Los Angeles,Orange|06118
Llanfair,Mobile,AL,Mobile,Mobile|06119
Louis Park,Stockton,CA,Stockton,San Joaquin|06120
Newton Booth,Sacramento,CA,Sacramento,Sacramento|06121
Riss Lake,Kansas City,MO,Kansas City,Jackson|06122
East Riverside,New Orleans,LA,New Orleans,Orleans|06123
Madison Park,Baltimore,MD,Baltimore,Baltimore City|06124
Oak Grove Estates,San Antonio,TX,San Antonio,Bexar|06125
Prospect Park South,New York,NY,New York,Kings|06126
Monroe Ward,Richmond,VA,Richmond,Richmond City|06127
Knight Park - Howell Station,Atlanta,GA,Atlanta,Fulton|06128
Columbus,Buffalo,NY,Buffalo,Erie|06129
Magnolia,Stockton,CA,Stockton,San Joaquin|06130
Council Oak,South Bend,IN,South Bend,Saint Joseph|06131
Fondren Gardens,Houston,TX,Houston,Harris|06132
Algeirs Point,New Orleans,LA,New Orleans,Orleans|06133
Airport,Sacramento,CA,Sacramento,Sacramento|06134
Kellogg School,Wichita,KS,Wichita,Sedgwick|06135
Oak Creek,San Antonio,TX,San Antonio,Bexar|06136
Sweet Auburn,Atlanta,GA,Atlanta,Fulton|06137
Hanover Place,Kansas City,MO,Kansas City,Jackson|06138
Moorpark,Glendale,CA,Los Angeles,Los Angeles|06139
Corn Hill,Rochester,NY,Rochester,Monroe|06140
Rincon Heights,Tucson,AZ,Tucson,Pima|06141
Skyland,Washington,DC,Washington,District of Columbia|06142
South Lake Union,Seattle,WA,Seattle,King|06143
Mayport,Jacksonville,FL,Jacksonville,Duval|06144
Fifth City,Chicago,IL,Chicago,Cook|06145
Fiesta Park Village,Mesa,AZ,Phoenix,Maricopa|06146
Tuxedo,Oakland,CA,San Francisco,Alameda|06147
East Bayside-India Street,Portland,ME,Portland,Cumberland|06148
Ralph Bunche,Oakland,CA,San Francisco,Alameda|06149
San Pablo Gateway,Oakland,CA,San Francisco,Alameda|06150
Prairie Shores,Chicago,IL,Chicago,Cook|06151
Campus Commons,Sacramento,CA,Sacramento,Sacramento|06152
Callahan,Orlando,FL,Orlando,Orange|06153
Curtis,San Bernardino,CA,Riverside,San Bernardino|06154
Progresso Village,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward|06155
Cold Sprint Park,Milwaukee,WI,Milwaukee,Milwaukee|06156
Wentworth Holland,Oakland,CA,San Francisco,Alameda|06157
Northwest Dallas,Dallas,TX,Dallas-Fort Worth,Dallas|06158
Olentangy Commons,Columbus,OH,Columbus,Franklin|06159
North Dodge,Tucson,AZ,Tucson,Pima|06160
North University,Tucson,AZ,Tucson,Pima|06161
Paradise Park,Oakland,CA,San Francisco,Alameda|06162
Drexel Park,Tucson,AZ,Tucson,Pima|06163
South East Ravenswood,Chicago,IL,Chicago,Cook|06164
CSU Bakersfield,Bakersfield,CA,Bakersfield,Kern|06165
Meadow Homes,Vancouver,WA,Portland,Clark|06166
Brewery District (including Whittier Peninsula),Columbus,OH,Columbus,Franklin|06167
St. Thomas,New Orleans,LA,New Orleans,Orleans|06168
Cambridge Heights,Milwaukee,WI,Milwaukee,Milwaukee|06169
University Park,Tempe,AZ,Phoenix,Maricopa|06170
Fuller Park,Chicago,IL,Chicago,Cook|06171
Point Breeze North,Pittsburgh,PA,Pittsburgh,Allegheny|06172
NoMa,Washington,DC,Washington,District of Columbia|06173
Piedmont Heights,Atlanta,GA,Atlanta,Fulton|06174
Gateway Center,Sacramento,CA,Sacramento,Sacramento|06175
Downtown,Syracuse,NY,Syracuse,Onondaga|06176
Bay Meadows,San Mateo,CA,San Francisco,San Mateo|06177
Central Park,Vancouver,WA,Portland,Clark|06178
Downtown,Santa Ana,CA,Los Angeles,Orange|06179
O'Hare International Airport,Chicago,IL,Chicago,Cook|06180
Mission Hills,Fremont,CA,San Francisco,Alameda|06181
Lloyd,Portland,OR,Portland,Multnomah|06182
Libbytown,Portland,ME,Portland,Cumberland|06183
Fox Canyon,San Diego,CA,San Diego,San Diego|06184
Nuestro,Mesa,AZ,Phoenix,Maricopa|06185
Swanston Estates,Sacramento,CA,Sacramento,Sacramento|06186
West Downtown,Boise,ID,Boise City,Ada|06187
Webster Park North,Lakeland,FL,Lakeland,Polk|06188
West Main Hill,Kalamazoo,MI,Kalamazoo,Kalamazoo|06189
Garden District,New Orleans,LA,New Orleans,Orleans|06190
Fairburn Mays,Atlanta,GA,Atlanta,Fulton|06191
Colonial Town Center,Orlando,FL,Orlando,Orange|06192
Lavaca,San Antonio,TX,San Antonio,Bexar|06193
North State,Santa Barbara,CA,Santa Barbara,Santa Barbara|06194
Strawberry Hill,Cambridge,MA,Boston,Middlesex|06195
Melrose,Albany,NY,Albany,Albany|06196
Port Morris,New York,NY,New York,Bronx|06197
Harland Terrace,Atlanta,GA,Atlanta,Fulton|06198
Lakewood - Balmoral,Chicago,IL,Chicago,Cook|06199
Jackson Park Highlands,Chicago,IL,Chicago,Cook|06200
Longfellow,Kansas City,MO,Kansas City,Jackson|06201
Knoll Ridge,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward|06202
CBD,Kalamazoo,MI,Kalamazoo,Kalamazoo|06203
Silver Lake,New York,NY,New York,Richmond|06204
Cabrini,Tucson,AZ,Tucson,Pima|06205
McFerrin Park,Nashville,TN,Nashville,Davidson|06206
Toumey Park,Tucson,AZ,Tucson,Pima|06207
Westcliff,Fort Worth,TX,Dallas-Fort Worth,Tarrant|06208
Holiday Harbors,Jacksonville,FL,Jacksonville,Duval|06209
Lake Aire Palm View,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward|06210
Cascade,Seattle,WA,Seattle,King|06211
Westside North,Kansas City,MO,Kansas City,Jackson|06212
Pulaski Industrial Area,Baltimore,MD,Baltimore,Baltimore City|06213
Granville Station,Milwaukee,WI,Milwaukee,Milwaukee|06214
Dunn's Marsh,Town of Madison,WI,Madison,Dane|06215
Loma Vista,Kansas City,MO,Kansas City,Jackson|06216
Central Business District,Buffalo,NY,Buffalo,Erie|06217
Friendship,Pittsburgh,PA,Pittsburgh,Allegheny|06218
Gay Street,Baltimore,MD,Baltimore,Baltimore City|06219
Spectrum,Irvine,CA,Los Angeles,Orange|06220
Elmhurst Park,Oakland,CA,San Francisco,Alameda|06221
Jamestown,Lexington,KY,Lexington,Fayette|06222
Windmills West,Chandler,AZ,Phoenix,Maricopa|06223
Fitchburg,Oakland,CA,San Francisco,Alameda|06224
Hegenberger,Oakland,CA,San Francisco,Alameda|06225
Jacksonville University,Jacksonville,FL,Jacksonville,Duval|06226
Brownes Addition,Spokane,WA,Spokane,Spokane|06227
Downtown,Dayton,OH,Dayton,Montgomery|06228
Loyola - Notre Dame,Baltimore,MD,Baltimore,Baltimore City|06229
Marshall School,Sacramento,CA,Sacramento,Sacramento|06230
Old Town,Augusta,GA,Augusta,Richmond|06231
Larsen,Jacksonville,FL,Jacksonville,Duval|06232
Doolen-Fruitvale,Tucson,AZ,Tucson,Pima|06233
Park Plaza East,Tulsa,OK,Tulsa,Tulsa|06234
Freret,New Orleans,LA,New Orleans,Orleans|06235
Black Pearl,New Orleans,LA,New Orleans,Orleans|06236
North Hyde Park,Kansas City,MO,Kansas City,Jackson|06237
Rotary Park,Mesa,AZ,Phoenix,Maricopa|06238
Park South,Albany,NY,Albany,Albany|06239
West Riverfront,Tampa,FL,Tampa,Hillsborough|06240
Lakewood Terrace,Saint Petersburg,FL,Tampa,Pinellas|06241
Bottineau,Minneapolis,MN,Minneapolis-St Paul,Hennepin|06242
Woodland,Oakland,CA,San Francisco,Alameda|06243
Upper Shockoe Valley,Richmond,VA,Richmond,Richmond City|06244
Lawrence Park,Sacramento,CA,Sacramento,Sacramento|06245
Goss Grove,Boulder,CO,Boulder,Boulder|06246
Jefferson-Monticello Park,San Antonio,TX,San Antonio,Bexar|06247
NTNA - Indian Bend,Tempe,AZ,Phoenix,Maricopa|06248
Southside Park,Sacramento,CA,Sacramento,Sacramento|06249
